2082120121161122796	1975	INTERNATIONAL BROTHERHOOD OF TEAMSTERS	OBAMA, BARACK
2082120121161122821	1961	NARAL PRO-CHOICE AMERICA	OBAMA, BARACK
2082120121161122822	1961	NARAL PRO-CHOICE AMERICA	ROMNEY, MITT / RYAN, PAUL D. 
2082120121161122831	109650	SERVICE EMPLOYEES INTERNATIONAL UNION	OBAMA, BARACK
2082120121161122835	6238	SERVICE EMPLOYEES INTERNATIONAL UNION	OBAMA, BARACK
2082120121161122837	4039	SERVICE EMPLOYEES INTERNATIONAL UNION	OBAMA, BARACK
2082120121161122838	7550	SERVICE EMPLOYEES INTERNATIONAL UNION	OBAMA, BARACK
2082120121161122839	8480	SERVICE EMPLOYEES INTERNATIONAL UNION	OBAMA, BARACK
2082120121161122840	4051	PENNSYLVANIA STATE EDUCATION ASSOCIATION	OBAMA, BARACK
2082120121161122859	1200	HUMAN RIGHTS CAMPAIGN	OBAMA, BARACK
2082120121161127078	5000	'RENASANT BANK EMPLOYEES'' VOLUNTARY POLITICAL COMMITTEE'	ROMNEY, MITT / RYAN, PAUL D. 
2082120121161127079	5000	'RENASANT BANK EMPLOYEES'' VOLUNTARY POLITICAL COMMITTEE'	ROMNEY, MITT / RYAN, PAUL D. 
2091720131197104880	2100	PROPER ROLE OF GOVERNMENT ACTION FUND	ROMNEY, MITT / RYAN, PAUL D. 
2091820131197185261	4185	LOCAL 32BJ NY/NJ AMERICAN DREAM FUND	OBAMA, BARACK
2091820131197185264	2849	LOCAL 32BJ NY/NJ AMERICAN DREAM FUND	OBAMA, BARACK
2091820131197185265	4774	LOCAL 32BJ NY/NJ AMERICAN DREAM FUND	OBAMA, BARACK
2091820131197185266	1097	LOCAL 32BJ NY/NJ AMERICAN DREAM FUND	OBAMA, BARACK
2091820131197185268	5800	LOCAL 32BJ NY/NJ AMERICAN DREAM FUND	OBAMA, BARACK
2091820131197185271	1664	LOCAL 32BJ NY/NJ AMERICAN DREAM FUND	OBAMA, BARACK
2091820131197185275	1350	LOCAL 32BJ NY/NJ AMERICAN DREAM FUND	OBAMA, BARACK
2091820131197185276	1097	LOCAL 32BJ NY/NJ AMERICAN DREAM FUND	OBAMA, BARACK
2091820131197185283	13000	FRANKS, TRENT	ROMNEY, MITT / RYAN, PAUL D. 
2091820131197185284	1500	FRANKS, TRENT	ROMNEY, MITT / RYAN, PAUL D. 
2091820131197185285	3000	FRANKS, TRENT	ROMNEY, MITT / RYAN, PAUL D. 
2101020121167131294	1250	PEHOUSHEK, JOSEPH W	ROMNEY, MITT / RYAN, PAUL D. 
2102320121168193212	81202	UNITED BROTHERHOOD OF CARPENTERS AND JOINERS 	OBAMA, BARACK
2102320121168193303	2787	WICHITA COUNTY REPUBLICAN PARTY	ROMNEY, MITT / RYAN, PAUL D. 
